Bile,delta,count
Dihydroxy,9.03,10
Trihydroxy,248.03,10
Monohydroxy,390.29,10
Trihydroxy,606.29,10
Dihydroxy,593.24,10
Trihydroxy,485.58,10
Monohydroxy,509.32,10
Tetrahydroxy,158.13,10
Trihydroxy,40,10
Trihydroxy,52.93,10
Dihydroxy,115.06,10
Dihydroxy,18.09,10
Trihydroxy,408.9,10
Trihydroxy,204.65,10
Monohydroxy,36.3,10
Tetrahydroxy,162.03,10
Monohydroxy,81.06,10
Tetrahydroxy,11.98,10
Tetrahydroxy,205.11,10
Dihydroxy,200.12,10
Pentahydroxy,56.07,10
Monohydroxy,694.28,10
Monohydroxy,3,10
Dihydroxy,493.32,10
Trihydroxy,16.99,10
Tetrahydroxy,55.04,10
Trihydroxy,93.02,10
Trihydroxy,550.36,10
Trihydroxy,343.07,10
Trihydroxy,84.96,10
Trihydroxy,88.07,10
Trihydroxy,503.09,10
Tetrahydroxy,20,10
Trihydroxy,104.98,10
Trihydroxy,312.17,10
Tetrahydroxy,155.07,10
Dihydroxy,175.03,10
Trihydroxy,247.03,10
Trihydroxy,21.94,10
Trihydroxy,168.06,10
Trihydroxy,888.95,10
Trihydroxy,897.46,10
Dihydroxy,22.04,10
Trihydroxy,204.01,10
Dihydroxy,246,10
Trihydroxy,17.09,10
Trihydroxy,87.02,10
Trihydroxy,12.06,10
Dihydroxy,71.03,10
Tetrahydroxy,16.97,10
Tetrahydroxy,105.52,10
Dihydroxy,219.08,10
Tetrahydroxy,502.3,10
Trihydroxy,298.2,10
Trihydroxy,517.43,10
Tetrahydroxy,620.28,10
Tetrahydroxy,63.06,10
Pentahydroxy,47.02,10
Trihydroxy,408.3,10
Pentahydroxy,211.07,10
Nonhydroxy,162,10
Dihydroxy,96.99,10
Trihydroxy,501.62,10
Trihydroxy,89.1,10
Trihydroxy,435.61,10
Dihydroxy,36.07,10
Trihydroxy,531.29,10
Tetrahydroxy,5.99,10
Trihydroxy,39.85,10
Dihydroxy,375.32,10
Dihydroxy,320.25,10
Dihydroxy,55.95,10
Trihydroxy,504.09,10
Dihydroxy,23.95,10
Trihydroxy,125.03,10
Trihydroxy,90.04,10
Trihydroxy,35.98,10
Dihydroxy,418.31,10
Trihydroxy,186.95,10
Trihydroxy,572.32,10
Dihydroxy,39.05,9
Dihydroxy,389.26,9
Tetrahydroxy,240.08,9
Trihydroxy,206.92,9
Dihydroxy,409.32,9
Monohydroxy,26.02,9
Trihydroxy,26.96,9
Trihydroxy,224.08,9
Dihydroxy,21.85,9
Dihydroxy,236.1,9
Trihydroxy,495.59,9
Dihydroxy,54.14,9
Dihydroxy,89.02,9
Trihydroxy,491.31,9
Tetrahydroxy,73.01,9
Trihydroxy,73.09,9
Dihydroxy,71.91,9
Tetrahydroxy,1.96,9
Monohydroxy,590.31,9
Pentahydroxy,57.04,9
Dihydroxy,261.03,9
Monohydroxy,43.13,9
Dihydroxy,36.15,9
Trihydroxy,107.97,9
Trihydroxy,134.05,9
Dihydroxy,373.27,9
Trihydroxy,344.09,9
Trihydroxy,90,9
Dihydroxy,113.01,9
Trihydroxy,180.09,9
Dihydroxy,71.95,9
Dihydroxy,137.04,9
Tetrahydroxy,168.05,9
Trihydroxy,220.22,9
Trihydroxy,4.03,9
Trihydroxy,70.03,9
Tetrahydroxy,161.07,9
Monohydroxy,389.26,9
Trihydroxy,494.09,9
Trihydroxy,187.14,9
Pentahydroxy,60.03,9
Trihydroxy,762.55,9
Trihydroxy,262.23,9
Trihydroxy,167.08,9
Trihydroxy,409.29,9
Trihydroxy,159.13,9
Dihydroxy,286.08,9
Pentahydroxy,107.11,9
Dihydroxy,43.04,9
Pentahydroxy,546.22,9
Pentahydroxy,45.02,9
Tetrahydroxy,51.09,9
Trihydroxy,15.04,9
Pentahydroxy,110.04,9
Dihydroxy,105.03,9
Trihydroxy,72,9
Dihydroxy,10.01,9
Tetrahydroxy,37.03,9
Dihydroxy,19.01,9
Monohydroxy,5.99,9
Dihydroxy,136.97,9
Tetrahydroxy,407.29,9
Monohydroxy,23.04,9
Trihydroxy,623.3,9
Dihydroxy,8,9
Trihydroxy,38.99,9
Trihydroxy,59.06,9
Tetrahydroxy,62.05,9
Trihydroxy,39.94,9
Trihydroxy,633.28,9
Pentahydroxy,22,9
Pentahydroxy,586.27,9
Trihydroxy,372.65,9
Trihydroxy,559.44,9
Trihydroxy,660.24,9
Dihydroxy,58.01,9
Trihydroxy,246.89,9
Tetrahydroxy,470.3,9
Trihydroxy,171.06,9
Trihydroxy,35.99,9
Dihydroxy,579.25,9
Dihydroxy,52.03,9
Dihydroxy,113.05,9
Trihydroxy,57.01,9
Trihydroxy,229.04,9
Dihydroxy,500.32,9
Tetrahydroxy,145.05,9
Dihydroxy,299.16,9
Dihydroxy,37.94,9
Trihydroxy,816.25,9
Dihydroxy,101.09,9
Tetrahydroxy,40.02,9
Trihydroxy,278.13,9
Trihydroxy,234,9
Trihydroxy,0.05,9
Tetrahydroxy,108.05,9
Monohydroxy,71.04,9
Trihydroxy,531.28,9
Trihydroxy,72.98,9
Trihydroxy,91.06,9
Dihydroxy,38.01,9
Tetrahydroxy,288.07,9
Trihydroxy,35.05,9
Trihydroxy,373.3,9
Dihydroxy,72.99,9
Pentahydroxy,168.05,9
Tetrahydroxy,67.04,9
Trihydroxy,127.01,9
Dihydroxy,100.99,9
Trihydroxy,71.06,9
Tetrahydroxy,194.05,9
Trihydroxy,213.03,9
Pentahydroxy,72.05,9
Tetrahydroxy,54.98,9
Trihydroxy,263.26,9
Trihydroxy,117.06,9
Dihydroxy,417.29,9
Dihydroxy,569.23,9
Tetrahydroxy,389.27,9
Dihydroxy,97.02,9
Dihydroxy,119,9
Trihydroxy,154.06,9
Trihydroxy,102.97,9
Pentahydroxy,20.06,9
Trihydroxy,72.94,9
Trihydroxy,53.49,9
Dihydroxy,119.97,9
Trihydroxy,532.32,9
Trihydroxy,69.51,9
Trihydroxy,93.06,9
Dihydroxy,38.92,9
Trihydroxy,22.99,9
Tetrahydroxy,202.13,9
Trihydroxy,401.2,8
Trihydroxy,453.34,8
Monohydroxy,78.05,8
Dihydroxy,94.95,8
Trihydroxy,36.97,8
Trihydroxy,15.98,8
Dihydroxy,57.04,8
Dihydroxy,295.25,8
Dihydroxy,529.41,8
Trihydroxy,350.22,8
Tetrahydroxy,70.55,8
Tetrahydroxy,107.02,8
Tetrahydroxy,70.01,8
Tetrahydroxy,467.57,8
Monohydroxy,55.01,8
Trihydroxy,44.05,8
Trihydroxy,392.6,8
Tetrahydroxy,470.31,8
Trihydroxy,294.04,8
Trihydroxy,445.61,8
Dihydroxy,127.04,8
Tetrahydroxy,90.06,8
Tetrahydroxy,23.08,8
Trihydroxy,144.93,8
Tetrahydroxy,296.17,8
Dihydroxy,231.98,8
Monohydroxy,66.05,8
Trihydroxy,75.01,8
Dihydroxy,419.25,8
Trihydroxy,197.11,8
Dihydroxy,116.59,8
Trihydroxy,28.05,8
Trihydroxy,510.31,8
Pentahydroxy,72.06,8
Dihydroxy,39.03,8
Trihydroxy,54.22,8
Pentahydroxy,226.17,8
Pentahydroxy,47.03,8
Trihydroxy,101.04,8
Trihydroxy,631.32,8
Trihydroxy,6.04,8
Monohydroxy,116.05,8
Tetrahydroxy,16.05,8
Tetrahydroxy,182.14,8
Dihydroxy,78.01,8
Dihydroxy,123.02,8
Trihydroxy,167.13,8
Monohydroxy,0.96,8
Trihydroxy,488.31,8
Trihydroxy,0.06,8
Monohydroxy,128.99,8
Trihydroxy,204.11,8
Tetrahydroxy,406.27,8
Pentahydroxy,324.28,8
Dihydroxy,392.28,8
Trihydroxy,639.34,8
Trihydroxy,484.08,8
Trihydroxy,160.92,8
Trihydroxy,483.13,8
Tetrahydroxy,54.04,8
Trihydroxy,631.81,8
Dihydroxy,134.02,8
Monohydroxy,62.05,8
Trihydroxy,116.98,8
Trihydroxy,105.06,8
Tetrahydroxy,84.02,8
Trihydroxy,96.06,8
Pentahydroxy,17,8
Monohydroxy,129.04,8
Trihydroxy,96.07,8
Dihydroxy,70.01,8
Monohydroxy,53.03,8
Dihydroxy,20.99,8
Trihydroxy,1021.72,8
Monohydroxy,252.09,8
Trihydroxy,436.11,8
Dihydroxy,375.28,8
Nonhydroxy,67.06,8
Dihydroxy,24.02,8
Trihydroxy,424.64,8
Trihydroxy,55.06,8
Monohydroxy,10.06,8
Dihydroxy,186.05,8
Trihydroxy,35.08,8
Dihydroxy,58.99,8
Tetrahydroxy,90.16,8
Pentahydroxy,109,8
Trihydroxy,104,8
Trihydroxy,37.98,8
Dihydroxy,16.98,8
Pentahydroxy,70.01,8
Trihydroxy,54.1,8
Tetrahydroxy,16.98,8
Nonhydroxy,36.02,8
Dihydroxy,56.04,8
Dihydroxy,51.01,8
Trihydroxy,17.99,8
Tetrahydroxy,0.04,8
Trihydroxy,407.31,8
Dihydroxy,88,8
Tetrahydroxy,44.04,8
Tetrahydroxy,5.96,8
Trihydroxy,145.06,8
Trihydroxy,36.23,8
Tetrahydroxy,134.53,8
Tetrahydroxy,487.33,8
Trihydroxy,23.01,8
Dihydroxy,76,8
Trihydroxy,223.61,8
Trihydroxy,46.02,8
Tetrahydroxy,19.01,8
Tetrahydroxy,185.05,8
Trihydroxy,488.25,8
Tetrahydroxy,166.94,8
Trihydroxy,641.28,8
Trihydroxy,222.89,8
Tetrahydroxy,307.25,8
Pentahydroxy,54.04,8
Pentahydroxy,154.11,8
Trihydroxy,678.35,8
Dihydroxy,27.98,8
Trihydroxy,74.14,8
Trihydroxy,19.99,8
Dihydroxy,118.98,8
Trihydroxy,83.98,8
Trihydroxy,799.22,8
Trihydroxy,631.91,8
Trihydroxy,395.12,8
Trihydroxy,27.01,8
Trihydroxy,625.3,8
Trihydroxy,324.11,8
Trihydroxy,1.07,8
Trihydroxy,228.03,8
Trihydroxy,384.63,8
Tetrahydroxy,44.01,8
Trihydroxy,899.93,8
Dihydroxy,63.05,8
Monohydroxy,20.02,8
Dihydroxy,36.03,8
Tetrahydroxy,445.27,8
Dihydroxy,160,8
Dihydroxy,55.99,8
Dihydroxy,112.1,8
Trihydroxy,371.26,8
Pentahydroxy,91.99,8
Trihydroxy,237.25,8
Trihydroxy,355.25,8
Tetrahydroxy,150.02,8
Monohydroxy,36.07,8
Pentahydroxy,150.95,8
Tetrahydroxy,14.03,8
Tetrahydroxy,509.3,8
Pentahydroxy,109.01,8
Monohydroxy,37.9,8
Tetrahydroxy,136.02,8
Trihydroxy,378.63,8
Trihydroxy,416.33,8
Dihydroxy,105.08,8
Tetrahydroxy,56.06,8
Trihydroxy,660.25,8
Trihydroxy,70.02,8
Monohydroxy,152.06,8
Trihydroxy,35.06,8
Monohydroxy,40.02,8
Trihydroxy,206.11,8
Trihydroxy,168.11,8
Trihydroxy,395.11,8
Nonhydroxy,139.09,8
Dihydroxy,186.1,8
Pentahydroxy,94.1,8
Trihydroxy,125.02,8
Pentahydroxy,281.25,8
Dihydroxy,90.05,8
Trihydroxy,334.13,8
Dihydroxy,531.39,8
Trihydroxy,445.12,7
Tetrahydroxy,71.1,7
Trihydroxy,82.98,7
Tetrahydroxy,467.16,7
Tetrahydroxy,471.26,7
Trihydroxy,536.67,7
Monohydroxy,147.09,7
Tetrahydroxy,34.97,7
Monohydroxy,658.23,7
Dihydroxy,595.23,7
Trihydroxy,19.03,7
Trihydroxy,58.03,7
Dihydroxy,169,7
Tetrahydroxy,208.99,7
Tetrahydroxy,205.1,7
Monohydroxy,129.03,7
Nonhydroxy,45.04,7
Dihydroxy,221.14,7
Tetrahydroxy,72.12,7
Pentahydroxy,329.27,7
Tetrahydroxy,0.03,7
Monohydroxy,38.05,7
Dihydroxy,106.01,7
Trihydroxy,85.01,7
Tetrahydroxy,9.04,7
Dihydroxy,56.97,7
Dihydroxy,355.25,7
Dihydroxy,137.02,7
Trihydroxy,880.45,7
Nonhydroxy,101,7
Trihydroxy,265.28,7
Monohydroxy,55.04,7
Monohydroxy,70.01,7
Trihydroxy,113.71,7
Tetrahydroxy,441.31,7
Tetrahydroxy,38.95,7
Nonhydroxy,161.05,7
Trihydroxy,318.27,7
Trihydroxy,66.99,7
Trihydroxy,116.09,7
Trihydroxy,76.09,7
Trihydroxy,194,7
Trihydroxy,276.08,7
Pentahydroxy,166.03,7
Dihydroxy,21.93,7
Trihydroxy,375.65,7
Trihydroxy,261.16,7
Trihydroxy,115.02,7
Dihydroxy,36.2,7
Nonhydroxy,49.96,7
Trihydroxy,37.11,7
Pentahydroxy,44.06,7
Pentahydroxy,368.24,7
Trihydroxy,381.81,7
Trihydroxy,109.05,7
Trihydroxy,138.02,7
Dihydroxy,282.25,7
Trihydroxy,247.09,7
Trihydroxy,54.09,7
Trihydroxy,109.68,7
Monohydroxy,124.02,7
Trihydroxy,120.09,7
Pentahydroxy,88.02,7
Trihydroxy,71.95,7
Trihydroxy,221.52,7
Dihydroxy,35.84,7
Dihydroxy,44.04,7
Tetrahydroxy,17.05,7
Dihydroxy,87.01,7
Trihydroxy,69.01,7
Dihydroxy,56.91,7
Trihydroxy,56.66,7
Monohydroxy,56.02,7
Tetrahydroxy,391.28,7
Dihydroxy,131.05,7
Dihydroxy,375.29,7
Pentahydroxy,21.01,7
Monohydroxy,88.98,7
Tetrahydroxy,12.02,7
Tetrahydroxy,352.24,7
Trihydroxy,64.03,7
Trihydroxy,622.28,7
Trihydroxy,260.08,7
Trihydroxy,453.82,7
Dihydroxy,71.98,7
Pentahydroxy,6.03,7
Trihydroxy,223.5,7
Trihydroxy,15.96,7
Pentahydroxy,100.96,7
Dihydroxy,39.99,7
Tetrahydroxy,150.93,7
Trihydroxy,695.38,7
Dihydroxy,42.02,7
Tetrahydroxy,69,7
Trihydroxy,586.38,7
Trihydroxy,290.15,7
Trihydroxy,94.08,7
Trihydroxy,55.09,7
Tetrahydroxy,64.01,7
Dihydroxy,62.05,7
Trihydroxy,36.17,7
Tetrahydroxy,449.18,7
Monohydroxy,114.06,7
Tetrahydroxy,96.07,7
Pentahydroxy,30.03,7
Dihydroxy,16.04,7
Dihydroxy,126.11,7
Trihydroxy,138.06,7
Trihydroxy,673.39,7
Dihydroxy,23.04,7
Tetrahydroxy,470.24,7
Pentahydroxy,45.01,7
Pentahydroxy,55.12,7
Nonhydroxy,17.99,7
Trihydroxy,11.99,7
Trihydroxy,70.05,7
Tetrahydroxy,73.06,7
Dihydroxy,173.12,7
Trihydroxy,1.04,7
Monohydroxy,86.98,7
Trihydroxy,54.61,7
Trihydroxy,522.34,7
Trihydroxy,21.93,7
Tetrahydroxy,20.01,7
Dihydroxy,58.02,7
Trihydroxy,407.67,7
Tetrahydroxy,1.04,7
Monohydroxy,36.05,7
Dihydroxy,201.97,7
Trihydroxy,136,7
Trihydroxy,303.25,7
Dihydroxy,299.29,7
Trihydroxy,0.97,7
Dihydroxy,166.74,7
Monohydroxy,78.03,7
Trihydroxy,452.31,7
Trihydroxy,58.92,7
Trihydroxy,350.2,7
Trihydroxy,38.98,7
Dihydroxy,72.03,7
Dihydroxy,55.07,7
Dihydroxy,45.02,7
Trihydroxy,136.97,7
Trihydroxy,502.1,7
Nonhydroxy,77.05,7
Tetrahydroxy,70,7
Dihydroxy,84.96,7
Dihydroxy,279.25,7
Trihydroxy,346.18,7
Tetrahydroxy,466.06,7
Trihydroxy,329.23,7
Trihydroxy,821.21,7
Pentahydroxy,198.14,7
Nonhydroxy,106.03,7
Trihydroxy,72.15,7
Trihydroxy,423.29,7
Trihydroxy,833.31,7
Tetrahydroxy,184.03,7
Trihydroxy,329.22,7
Dihydroxy,97.06,7
Trihydroxy,539.37,7
Trihydroxy,153.99,7
Dihydroxy,54.99,7
Trihydroxy,504.36,7
Trihydroxy,106.99,7
Dihydroxy,182.09,7
Trihydroxy,43.97,7
Nonhydroxy,373.22,7
Dihydroxy,35.93,7
Trihydroxy,74.02,7
Dihydroxy,5.99,7
Trihydroxy,207.51,7
Trihydroxy,504.32,7
Trihydroxy,57.97,7
Dihydroxy,92.82,7
Dihydroxy,502.38,7
Trihydroxy,186.02,7
Trihydroxy,316.13,7
Trihydroxy,205.05,7
Trihydroxy,54.91,7
Trihydroxy,33.02,7
Trihydroxy,596.25,7
Trihydroxy,131.66,7
Pentahydroxy,74.02,7
Trihydroxy,20.91,7
Trihydroxy,586.88,6
Dihydroxy,36.09,6
Trihydroxy,2.92,6
Dihydroxy,21.07,6
Dihydroxy,46.02,6
Tetrahydroxy,71,6
Trihydroxy,170.01,6
Trihydroxy,187.46,6
Trihydroxy,31.05,6
Tetrahydroxy,26.04,6
Trihydroxy,254.15,6
Trihydroxy,821.19,6
Tetrahydroxy,150.09,6
Nonhydroxy,43.03,6
Trihydroxy,26.06,6
Dihydroxy,204.44,6
Dihydroxy,596.3,6
Trihydroxy,109.04,6
Pentahydroxy,54.08,6
Tetrahydroxy,22.02,6
Nonhydroxy,331.29,6
Dihydroxy,304.22,6
Tetrahydroxy,65.47,6
Dihydroxy,227.12,6
Monohydroxy,157.91,6
Tetrahydroxy,70.95,6
Trihydroxy,512.57,6
Monohydroxy,96.04,6
Dihydroxy,78.02,6
Trihydroxy,168.08,6
Dihydroxy,70,6
Dihydroxy,108.01,6
Tetrahydroxy,48.04,6
Trihydroxy,204.98,6
Nonhydroxy,25.97,6
Trihydroxy,70.92,6
Dihydroxy,49.03,6
Nonhydroxy,20.03,6
Trihydroxy,206.58,6
Tetrahydroxy,41.02,6
Trihydroxy,150.01,6
Trihydroxy,639.89,6
Tetrahydroxy,16.07,6
Trihydroxy,74.01,6
Trihydroxy,170.02,6
Trihydroxy,37.23,6
Trihydroxy,256.07,6
Trihydroxy,90.05,6
Trihydroxy,417.32,6
Tetrahydroxy,466.56,6
Trihydroxy,900.44,6
Dihydroxy,19.95,6
Pentahydroxy,62.06,6
Dihydroxy,87.04,6
Pentahydroxy,56.02,6
Trihydroxy,208.04,6
Trihydroxy,105,6
Dihydroxy,92.03,6
Tetrahydroxy,176.14,6
Trihydroxy,503.1,6
Trihydroxy,488.32,6
Pentahydroxy,22.01,6
Trihydroxy,38.94,6
Pentahydroxy,123.11,6
Dihydroxy,101.08,6
Trihydroxy,879.94,6
Pentahydroxy,92.07,6
Trihydroxy,591.56,6
Pentahydroxy,110.17,6
Trihydroxy,204.99,6
Dihydroxy,53.99,6
Dihydroxy,159.13,6
Tetrahydroxy,39.93,6
Trihydroxy,405.26,6
Monohydroxy,48,6
Trihydroxy,585.23,6
Trihydroxy,519.13,6
Tetrahydroxy,110.05,6
Monohydroxy,37.98,6
Trihydroxy,67.99,6
Trihydroxy,186.62,6
Trihydroxy,639.39,6
Dihydroxy,20.04,6
Dihydroxy,186.09,6
Monohydroxy,342.19,6
Tetrahydroxy,34.99,6
Pentahydroxy,60.04,6
Dihydroxy,512.28,6
Monohydroxy,36.62,6
Dihydroxy,56.2,6
Dihydroxy,247.05,6
Tetrahydroxy,622.29,6
Trihydroxy,20.98,6
Tetrahydroxy,20.98,6
Dihydroxy,212.06,6
Tetrahydroxy,186.06,6
Dihydroxy,0.02,6
Trihydroxy,185.15,6
Pentahydroxy,142.13,6
Trihydroxy,45.02,6
Dihydroxy,156.09,6
Pentahydroxy,5.02,6
Pentahydroxy,107,6
Trihydroxy,1.02,6
Trihydroxy,111.02,6
Trihydroxy,232.06,6
Tetrahydroxy,39.88,6
Trihydroxy,392.12,6
Tetrahydroxy,329.15,6
Dihydroxy,62.09,6
Trihydroxy,481.56,6
Trihydroxy,880.95,6
Trihydroxy,97.98,6
Dihydroxy,37.96,6
Trihydroxy,406.3,6
Trihydroxy,311.28,6
Monohydroxy,39.99,6
Trihydroxy,37.47,6
Tetrahydroxy,24,6
Trihydroxy,138.07,6
Trihydroxy,70.93,6
Trihydroxy,196.09,6
Dihydroxy,32.04,6
Dihydroxy,312.15,6
Dihydroxy,119.07,6
Trihydroxy,133.96,6
Pentahydroxy,74.06,6
Trihydroxy,280.24,6
Dihydroxy,622.29,6
Tetrahydroxy,124.12,6
Trihydroxy,505.09,6
Trihydroxy,224.91,6
Dihydroxy,16.96,6
Dihydroxy,40.94,6
Trihydroxy,89.06,6
Tetrahydroxy,156.11,6
Pentahydroxy,73.03,6
Trihydroxy,420.27,6
Dihydroxy,327.27,6
Monohydroxy,105.05,6
Trihydroxy,504.58,6
Trihydroxy,168.05,6
Trihydroxy,86.49,6
Tetrahydroxy,52.96,6
Trihydroxy,479.16,6
Trihydroxy,888.96,6
Trihydroxy,95.02,6
Monohydroxy,38.03,6
Trihydroxy,10.99,6
Tetrahydroxy,117.02,6
Trihydroxy,55,6
Trihydroxy,612.94,6
Dihydroxy,70.08,6
Trihydroxy,580.3,6
Trihydroxy,206.02,6
Trihydroxy,43.05,6
Trihydroxy,36.05,6
Tetrahydroxy,187.08,6
Trihydroxy,18.55,6
Dihydroxy,323.29,6
Tetrahydroxy,206.11,6
Tetrahydroxy,18.22,6
Monohydroxy,101.03,6
Dihydroxy,280.23,6
Monohydroxy,34.93,6
Dihydroxy,156.95,6
Trihydroxy,176.97,6
Dihydroxy,21.05,6
Trihydroxy,33.01,6
Trihydroxy,1.79,6
Trihydroxy,422.3,6
Pentahydroxy,226.18,6
Trihydroxy,37.04,6
Monohydroxy,129.06,6
Dihydroxy,579.26,6
Tetrahydroxy,36.1,6
Dihydroxy,25.96,6
Trihydroxy,330.24,6
Monohydroxy,23,6
Pentahydroxy,248.14,6
Trihydroxy,126.11,6
Pentahydroxy,56.08,6
Tetrahydroxy,584.26,6
Dihydroxy,96.06,6
Pentahydroxy,17.07,6
Dihydroxy,230.11,6
Trihydroxy,135.99,6
Trihydroxy,96.03,6
Dihydroxy,294.04,6
Trihydroxy,392.63,6
Trihydroxy,17.46,6
Trihydroxy,171.07,6
Trihydroxy,834.29,6
Trihydroxy,126.12,6
Trihydroxy,108.1,6
Trihydroxy,513.28,6
Trihydroxy,203.01,6
Trihydroxy,231.61,6
Trihydroxy,103.99,6
Dihydroxy,82.04,6
Trihydroxy,71.16,6
Trihydroxy,444.62,6
Tetrahydroxy,106.01,6
Trihydroxy,222.1,6
Dihydroxy,86.91,6
Dihydroxy,73.06,6
Pentahydroxy,37.96,6
Trihydroxy,15.92,6
Trihydroxy,622.8,6
Pentahydroxy,16.05,6
Dihydroxy,19.03,6
Nonhydroxy,43.02,6
Dihydroxy,147.06,6
Trihydroxy,105.07,6
Pentahydroxy,100.97,6
Trihydroxy,127.03,6
Tetrahydroxy,282.17,6
Monohydroxy,18.05,6
Trihydroxy,388.15,6
Trihydroxy,388.25,6
Trihydroxy,380.26,6
Trihydroxy,22.08,6
Tetrahydroxy,57.05,6
Trihydroxy,3.92,6
Trihydroxy,73.94,6
Trihydroxy,118.07,6
Trihydroxy,378.8,6
Dihydroxy,129.01,6
Trihydroxy,37.05,6
Dihydroxy,336.27,6
Nonhydroxy,416.22,6
Trihydroxy,286.09,5
Nonhydroxy,135.96,5
Dihydroxy,622.3,5
Monohydroxy,17.03,5
Trihydroxy,126.95,5
Dihydroxy,25.03,5
Trihydroxy,39.96,5
Trihydroxy,150.96,5
Trihydroxy,7.02,5
Trihydroxy,625.29,5
Dihydroxy,83.02,5
Tetrahydroxy,69.98,5
Dihydroxy,277.15,5
Trihydroxy,60.05,5
Trihydroxy,117.9,5
Trihydroxy,482.58,5
Trihydroxy,1.88,5
Dihydroxy,244.01,5
Tetrahydroxy,37,5
Pentahydroxy,130.04,5
Dihydroxy,89.99,5
Dihydroxy,355.26,5
Tetrahydroxy,143.14,5
Pentahydroxy,109.09,5
Trihydroxy,220.11,5
Trihydroxy,51.96,5
Dihydroxy,36.99,5
Trihydroxy,425.3,5
Dihydroxy,110.05,5
Trihydroxy,73.1,5
Dihydroxy,79.97,5
Trihydroxy,418.2,5
Trihydroxy,316.64,5
Trihydroxy,139.04,5
Trihydroxy,355.3,5
Dihydroxy,338.3,5
Trihydroxy,405.14,5
Trihydroxy,483.07,5
Tetrahydroxy,175.05,5
Tetrahydroxy,118.02,5
Trihydroxy,89.07,5
Trihydroxy,16.95,5
Trihydroxy,50.9,5
Trihydroxy,71.51,5
Trihydroxy,378.96,5
Pentahydroxy,89.01,5
Dihydroxy,300.26,5
Tetrahydroxy,90,5
Dihydroxy,56.23,5
Dihydroxy,135.91,5
Trihydroxy,61.05,5
Dihydroxy,55.97,5
Tetrahydroxy,570.28,5
Trihydroxy,178.02,5
Monohydroxy,50.05,5
Trihydroxy,58.05,5
Trihydroxy,214.13,5
Tetrahydroxy,6.03,5
Trihydroxy,220,5
Tetrahydroxy,474.58,5
Trihydroxy,70.96,5
Trihydroxy,163.08,5
Dihydroxy,337.26,5
Dihydroxy,17.08,5
Pentahydroxy,91.05,5
Trihydroxy,215.14,5
Tetrahydroxy,53.51,5
Tetrahydroxy,554.3,5
Tetrahydroxy,366.24,5
Nonhydroxy,100.02,5
Tetrahydroxy,127.04,5
Dihydroxy,108.03,5
Trihydroxy,719.27,5
Monohydroxy,462.15,5
Trihydroxy,39.88,5
Trihydroxy,48.04,5
Trihydroxy,392.31,5
Tetrahydroxy,54.06,5
Trihydroxy,780.19,5
Pentahydroxy,108.22,5
Trihydroxy,444.1,5
Dihydroxy,126.03,5
Trihydroxy,21.02,5
Trihydroxy,464.32,5
Trihydroxy,491.2,5
Pentahydroxy,24.01,5
Trihydroxy,579.24,5
Trihydroxy,127.06,5
Tetrahydroxy,326.08,5
Dihydroxy,166.99,5
Trihydroxy,634.28,5
Trihydroxy,378.46,5
Tetrahydroxy,17.04,5
Trihydroxy,500.66,5
Trihydroxy,144.15,5
Trihydroxy,18.92,5
Trihydroxy,104.06,5
Dihydroxy,110.03,5
Dihydroxy,229.11,5
Tetrahydroxy,168.96,5
Trihydroxy,21.91,5
Trihydroxy,73.13,5
Nonhydroxy,19.04,5
Trihydroxy,35.84,5
Monohydroxy,56.93,5
Trihydroxy,613.43,5
Trihydroxy,208.01,5
Trihydroxy,69.1,5
Trihydroxy,70.86,5
Trihydroxy,231.6,5
Trihydroxy,394.62,5
Trihydroxy,301.21,5
Trihydroxy,67.95,5
Monohydroxy,52,5
Dihydroxy,245.14,5
Dihydroxy,281.11,5
Trihydroxy,51.89,5
Trihydroxy,294.16,5
Dihydroxy,107.07,5
Trihydroxy,118.99,5
Dihydroxy,305.62,5
Trihydroxy,376.15,5
Monohydroxy,9.95,5
Pentahydroxy,404.26,5
Tetrahydroxy,0.06,5
Trihydroxy,127.05,5
Dihydroxy,269.11,5
Dihydroxy,152.08,5
Trihydroxy,391.75,5
Trihydroxy,321.27,5
Monohydroxy,490.34,5
Tetrahydroxy,24.02,5
Trihydroxy,93.01,5
Trihydroxy,108,5
Nonhydroxy,265.07,5
Tetrahydroxy,70.49,5
Trihydroxy,18.02,5
Tetrahydroxy,35.3,5
Tetrahydroxy,44.1,5
Pentahydroxy,91.07,5
Tetrahydroxy,7.99,5
Dihydroxy,130.11,5
Trihydroxy,101.96,5
Trihydroxy,124.01,5
Trihydroxy,376.19,5
Dihydroxy,42.01,5
Trihydroxy,677.27,5
Trihydroxy,51.94,5
Dihydroxy,115.08,5
Dihydroxy,514.28,5
Dihydroxy,196.12,5
Tetrahydroxy,30.12,5
Trihydroxy,142.13,5
Trihydroxy,91.86,5
Trihydroxy,73.14,5
Trihydroxy,53.06,5
Trihydroxy,226.01,5
Nonhydroxy,161.06,5
Trihydroxy,453.54,5
Monohydroxy,236.06,5
Trihydroxy,45.04,5
Trihydroxy,313.08,5
Trihydroxy,83.95,5
Tetrahydroxy,5.01,5
Tetrahydroxy,152.03,5
Trihydroxy,150.94,5
Trihydroxy,60.51,5
Dihydroxy,343.22,5
Trihydroxy,45,5
Pentahydroxy,4.98,5
Trihydroxy,7.98,5
Dihydroxy,276.24,5
